"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"2595","Fitzroy North","14 Falconer St",3,"h",1851000,"S","Nelson",2016-11-19,3.5,3068,3,1,1,225,NA,NA,"Yarra",-37.7852,144.9868,"Northern Metropolitan",6244
"2596","Fitzroy North","273 Glenlyon Rd",2,"h",1222500,"S","Chambers",2016-11-19,3.5,3068,2,1,2,487,105,1940,"Moreland",-37.7737,144.9822,"Northern Metropolitan",6244
"2597","Fitzroy North","8/54 Kneen St",1,"u",330000,"VB","Jellis",2016-11-19,3.5,3068,1,1,1,0,NA,1970,"Yarra",-37.782,144.9896,"Northern Metropolitan",6244
"2598","Fitzroy North","13 Seacombe St",2,"h",1232000,"S","Jellis",2016-11-19,3.5,3068,2,1,0,0,NA,NA,"Yarra",-37.7848,144.9806,"Northern Metropolitan",6244
"2599","Fitzroy North","21 Reid St",1,"h",899000,"S","Jellis",2016-05-22,3.5,3068,2,1,0,153,NA,NA,"Yarra",-37.7851,144.9784,"Northern Metropolitan",6244
"2600","Fitzroy North","179 Barkly St",3,"h",2300000,"S","Nelson",2016-04-23,3.5,3068,4,1,2,475,NA,NA,"Yarra",-37.7786,144.9846,"Northern Metropolitan",6244
"2601","Fitzroy North","181 Rae St",2,"h",937500,"S","Jellis",2016-04-23,3.5,3068,2,1,0,100,72,1890,"Yarra",-37.788,144.9791,"Northern Metropolitan",6244
"2602","Fitzroy North","86 Clauscen St",3,"h",1710000,"S","Collins",2016-09-24,3.5,3068,3,2,0,357,NA,1880,"Yarra",-37.7778,144.9824,"Northern Metropolitan",6244
"2603","Fitzroy North","264 Barkly St",3,"h",1600000,"S","Collins",2017-02-25,3.5,3068,3,1,0,370,NA,NA,"Yarra",-37.7794,144.9892,"Northern Metropolitan",6244
"2604","Fitzroy North","191 Scotchmer St",3,"h",1300000,"VB","Nelson",2016-07-26,3.5,3068,3,1,1,203,110,1890,"Yarra",-37.7834,144.9862,"Northern Metropolitan",6244
"2605","Fitzroy North","49 Best St",4,"h",2300000,"S","Nelson",2016-11-27,3.5,3068,4,2,1,197,NA,NA,"Yarra",-37.7828,144.9832,"Northern Metropolitan",6244
"2606","Fitzroy North","123/4 Bik La",2,"u",490000,"VB","Nelson",2016-11-27,3.5,3068,2,1,1,4296,NA,2012,"Yarra",-37.7846,144.9785,"Northern Metropolitan",6244
"2607","Fitzroy North","717 Brunswick St",3,"h",1300000,"S","Collins",2016-11-27,3.5,3068,3,2,0,127,135,1890,"Yarra",-37.7851,144.9809,"Northern Metropolitan",6244
"2608","Fitzroy North","14 King St",3,"h",1300000,"S","hockingstuart",2016-11-27,3.5,3068,3,1,0,309,NA,NA,"Yarra",-37.776,144.9832,"Northern Metropolitan",6244
"2609","Fitzroy North","205 Scotchmer St",3,"h",2150000,"S","Nelson",2016-11-27,3.5,3068,3,2,0,202,307,1898,"Yarra",-37.7835,144.9867,"Northern Metropolitan",6244
"2610","Fitzroy North","8/86 Queens Pde",3,"t",775000,"S","Woodards",2016-05-28,3.5,3068,3,2,2,0,NA,NA,"Yarra",-37.7918,144.9824,"Northern Metropolitan",6244
"2611","Fitzroy North","168 Scotchmer St",3,"h",1581000,"S","Jellis",2016-05-28,3.5,3068,3,1,0,193,132,1910,"Yarra",-37.7836,144.985,"Northern Metropolitan",6244
"2612","Fitzroy North","12/262 Barkly St",2,"u",602000,"S","Nelson",2016-08-28,3.5,3068,2,1,1,0,48,1980,"Yarra",-37.7794,144.989,"Northern Metropolitan",6244
"2613","Fitzroy North","5/118 Miller St",2,"h",650000,"PI","Nelson",2016-08-28,3.5,3068,2,1,1,0,75,1980,"Yarra",-37.777,144.9838,"Northern Metropolitan",6244
"2614","Fitzroy North","421 Rae St",2,"h",1283000,"S","Nelson",2016-08-28,3.5,3068,2,1,2,204,NA,NA,"Yarra",-37.7824,144.9801,"Northern Metropolitan",6244
"2615","Fitzroy North","55 Seacombe St",3,"h",1450000,"S","Nelson",2016-08-28,3.5,3068,3,2,1,118,103,1905,"Yarra",-37.7839,144.9807,"Northern Metropolitan",6244
"2616","Fitzroy North","29 Tait St",2,"h",1325000,"S","Collins",2016-08-28,3.5,3068,2,1,0,160,NA,NA,"Yarra",-37.783,144.9866,"Northern Metropolitan",6244
"2617","Flemington","96 Bryant St",2,"h",865500,"S","Nelson",2016-09-03,4.4,3031,2,1,1,168,NA,NA,"Moonee Valley",-37.7835,144.9339,"Northern Metropolitan",3593
"2618","Flemington","3/39 Dover St",2,"u",365000,"PI","Rendina",2016-12-03,4.4,3031,2,1,1,0,60,1970,"Moonee Valley",-37.7833,144.9255,"Northern Metropolitan",3593
"2619","Flemington","15/17 Ascot Vale Rd",1,"u",380000,"SP","Biggin",2017-03-04,4.4,3031,1,1,1,2077,NA,NA,"Moonee Valley",-37.7852,144.9216,"Northern Metropolitan",3593
"2620","Flemington","8/39 Dover St",2,"u",425000,"SP","Hodges",2017-03-04,4.4,3031,2,1,1,0,63,1970,"Moonee Valley",-37.7833,144.9255,"Northern Metropolitan",3593
"2621","Flemington","1/142 Shields St",1,"u",280000,"VB","Nelson",2017-03-04,4.4,3031,1,1,1,0,NA,1970,"Moonee Valley",-37.7839,144.9347,"Northern Metropolitan",3593
"2622","Flemington","10 Crown St",3,"h",870000,"S","Brad",2016-10-08,4.4,3031,3,2,0,167,NA,NA,"Moonee Valley",-37.7869,144.9228,"Northern Metropolitan",3593
"2623","Flemington","1/15 Dartford St",2,"u",391000,"S","Nelson",2016-10-08,4.4,3031,2,1,1,0,59,1970,"Moonee Valley",-37.7825,144.9239,"Northern Metropolitan",3593
"2624","Flemington","1/116 Edinburgh St",2,"h",715000,"SP","Nelson",2016-10-08,4.4,3031,2,1,1,0,NA,1980,"Moonee Valley",-37.7852,144.9223,"Northern Metropolitan",3593
"2625","Flemington","11 Finsbury St",3,"h",1130000,"S","Nelson",2016-10-08,4.4,3031,3,1,0,294,140,1900,"Moonee Valley",-37.7856,144.9292,"Northern Metropolitan",3593
"2626","Flemington","43 Finsbury St",3,"h",1110000,"PI","Nelson",2016-10-08,4.4,3031,3,1,1,272,131,1885,"Moonee Valley",-37.7857,144.931,"Northern Metropolitan",3593
"2627","Flemington","40 Coronet St",2,"h",950000,"SP","Nelson",2016-09-10,4.4,3031,2,1,1,193,NA,NA,"Moonee Valley",-37.7861,144.9238,"Northern Metropolitan",3593
"2628","Flemington","107 Shields St",2,"h",918000,"S","Nelson",2016-09-10,4.4,3031,2,1,0,136,78,1900,"Moonee Valley",-37.7839,144.9343,"Northern Metropolitan",3593
"2629","Flemington","59 Victoria St",2,"h",730000,"SP","Nelson",2016-09-10,4.4,3031,2,1,1,140,98,1890,"Moonee Valley",-37.7867,144.9342,"Northern Metropolitan",3593
"2630","Flemington","6/47 Railway Pl W",2,"u",360000,"PI","Nelson",2016-12-10,4.4,3031,2,1,1,0,NA,NA,"Moonee Valley",-37.7826,144.9273,"Northern Metropolitan",3593
"2631","Flemington","21 Wisewould St",2,"h",855000,"SP","Nelson",2016-12-10,4.4,3031,2,1,0,225,85,1930,"Moonee Valley",-37.7849,144.9197,"Northern Metropolitan",3593
"2632","Flemington","4 Illawarra Rd",2,"h",860000,"S","Nelson",2016-11-12,4.4,3031,2,1,0,202,NA,NA,"Moonee Valley",-37.7849,144.9257,"Northern Metropolitan",3593
"2633","Flemington","61 Canterbury St",3,"h",1012000,"S","Australian",2016-08-13,4.4,3031,3,1,1,212,102,1930,"Moonee Valley",-37.7818,144.9247,"Northern Metropolitan",3593
"2634","Flemington","15 Clarence St",3,"h",885000,"S","Nelson",2016-08-13,4.4,3031,3,1,0,162,NA,NA,"Moonee Valley",-37.7869,144.9253,"Northern Metropolitan",3593
"2635","Flemington","90 Edinburgh St",3,"h",1315000,"S","Nelson",2016-08-13,4.4,3031,2,1,1,313,20,NA,"Moonee Valley",-37.7853,144.9235,"Northern Metropolitan",3593
"2636","Flemington","111 Wellington St",4,"h",1700000,"SP","Nelson",2016-05-14,4.4,3031,4,1,1,616,NA,NA,"Moonee Valley",-37.7837,144.9319,"Northern Metropolitan",3593
"2637","Flemington","1/4 Chatham St",3,"h",1205000,"S","Rendina",2016-10-15,4.4,3031,3,2,2,0,NA,NA,"Moonee Valley",-37.7826,144.9261,"Northern Metropolitan",3593
"2638","Flemington","3/39 Dover St",2,"u",395000,"PI","Rendina",2016-10-15,4.4,3031,2,1,1,0,60,1970,"Moonee Valley",-37.7833,144.9255,"Northern Metropolitan",3593
"2639","Flemington","3/121 Wellington St",2,"u",476000,"S","Alexkarbon",2016-10-15,4.4,3031,2,1,1,0,NA,NA,"Moonee Valley",-37.783,144.932,"Northern Metropolitan",3593
"2640","Flemington","7/30 Bryant St",1,"h",250000,"VB","Nelson",2016-04-16,4.4,3031,1,1,1,0,NA,NA,"Moonee Valley",-37.7854,144.9326,"Northern Metropolitan",3593
"2641","Flemington","12/132 Princes St",2,"u",556000,"S","Woodards",2016-07-16,4.4,3031,2,2,1,0,79,2009,"Moonee Valley",-37.784,144.9356,"Northern Metropolitan",3593
"2642","Flemington","12 John St",2,"h",845000,"S","Nelson",2017-03-18,4.4,3031,2,1,1,0,NA,1910,"Moonee Valley",-37.7838,144.9273,"Northern Metropolitan",3593
"2643","Flemington","5/60 Farnham St",1,"u",345000,"SP","Nelson",2016-06-18,4.4,3031,1,1,1,0,46,1970,"Moonee Valley",-37.7826,144.9311,"Northern Metropolitan",3593
"2644","Flemington","29 Finsbury St",3,"h",1100000,"VB","Nelson",2016-06-18,4.4,3031,3,2,0,179,150,1900,"Moonee Valley",-37.7857,144.9305,"Northern Metropolitan",3593
"2645","Flemington","114 Shields St",2,"h",957000,"SP","Nelson",2016-05-22,4.4,3031,2,1,0,165,NA,NA,"Melbourne",-37.7847,144.9341,"Northern Metropolitan",3593
"2646","Flemington","20 Glance St",3,"h",991000,"S","Rendina",2016-04-23,4.4,3031,3,1,4,402,NA,1915,"Moonee Valley",-37.7867,144.9249,"Northern Metropolitan",3593
"2647","Flemington","65 Victoria St",3,"h",850000,"VB","Jellis",2016-09-24,4.4,3031,4,2,0,162,NA,1905,"Moonee Valley",-37.7866,144.9343,"Northern Metropolitan",3593
"2648","Flemington","8/300 Racecourse Rd",1,"u",395000,"SP","Nelson",2017-02-25,4.4,3031,1,1,1,818,50,1880,"Moonee Valley",-37.788,144.9306,"Northern Metropolitan",3593
"2649","Flemington","5/69 Edinburgh St",2,"u",350000,"VB","Jellis",2016-07-26,4.4,3031,2,1,1,0,NA,1970,"Moonee Valley",-37.7857,144.9244,"Northern Metropolitan",3593
"2650","Flemington","4 Farnham St",3,"h",1115000,"S","Nelson",2016-11-27,4.4,3031,3,1,1,244,84,1940,"Moonee Valley",-37.7823,144.9278,"Northern Metropolitan",3593
"2651","Flemington","5/121 Wellington St",2,"u",420500,"S","Jellis",2016-05-28,4.4,3031,2,1,1,0,52,1970,"Moonee Valley",-37.783,144.932,"Northern Metropolitan",3593
"2652","Footscray","4/33 Ballarat Rd",3,"t",585000,"S","Nelson",2016-09-03,6.4,3011,3,1,1,259,NA,NA,"Maribyrnong",-37.7955,144.9063,"Western Metropolitan",7570
"2653","Footscray","202/51 Gordon St",1,"u",85000,"PI","Burnham",2016-09-03,6.4,3011,1,1,0,0,NA,2007,"Maribyrnong",-37.7911,144.89,"Western Metropolitan",7570
"2654","Footscray","4 Adelaide St",4,"h",1225000,"SP","Nelson",2016-12-03,6.4,3011,4,2,1,319,130,1915,"Maribyrnong",-37.7943,144.8875,"Western Metropolitan",7570
"2655","Footscray","11/44 Everard St",2,"u",431000,"SP","Jas",2016-12-03,6.4,3011,2,1,1,0,NA,NA,"Maribyrnong",-37.7963,144.8853,"Western Metropolitan",7570
"2656","Footscray","9 Lynch St",3,"h",1003000,"S","Naison",2016-12-03,6.4,3011,3,1,1,292,98,1900,"Maribyrnong",-37.797,144.9051,"Western Metropolitan",7570
"2657","Footscray","25 Southampton St",3,"h",840000,"S","Sweeney",2016-12-03,6.4,3011,3,1,0,164,93,1900,"Maribyrnong",-37.7959,144.8863,"Western Metropolitan",7570
"2658","Footscray","37 Stirling St",3,"h",1362000,"S","Village",2016-12-03,6.4,3011,3,2,0,497,156,1890,"Maribyrnong",-37.7958,144.9024,"Western Metropolitan",7570
"2659","Footscray","58 Wolverhampton St",4,"h",977000,"S","Village",2016-12-03,6.4,3011,4,2,1,154,161,2007,"Maribyrnong",-37.7983,144.8911,"Western Metropolitan",7570
"2660","Footscray","2/3 Eldridge St",1,"u",216000,"S","Sweeney",2016-02-04,6.4,3011,1,1,1,0,50,1970,"Maribyrnong",-37.7907,144.8924,"Western Metropolitan",7570
"2661","Footscray","8 Buckingham St",3,"h",876000,"S","Jas",2017-03-04,6.4,3011,3,2,2,204,106,1990,"Maribyrnong",-37.8012,144.8921,"Western Metropolitan",7570
"2662","Footscray","1/3 Eldridge St",1,"u",227000,"S","Sweeney",2017-03-04,6.4,3011,1,1,1,0,52,1970,"Maribyrnong",-37.7907,144.8924,"Western Metropolitan",7570
"2663","Footscray","1/15 Geelong Rd",4,"t",841000,"S","Jellis",2017-03-04,6.4,3011,4,2,2,250,160,2000,"Maribyrnong",-37.7959,144.8989,"Western Metropolitan",7570
"2664","Footscray","9/55 Moreland St",2,"u",605000,"SP","Jas",2017-03-04,6.4,3011,2,1,3,2794,87,2000,"Maribyrnong",-37.8044,144.9064,"Western Metropolitan",7570
"2665","Footscray","1/30 Pickett St",2,"u",305000,"PI","Burnham",2017-03-04,6.4,3011,2,1,1,47,35,2013,"Maribyrnong",-37.8014,144.8959,"Western Metropolitan",7570
"2666","Footscray","5/28 Eleanor St",2,"t",480000,"PI","Jas",2016-08-06,6.4,3011,2,1,1,556,75,2010,"Maribyrnong",-37.7919,144.8854,"Western Metropolitan",7570
"2667","Footscray","1/38 Lynch St",1,"u",357000,"S","Village",2016-08-06,6.4,3011,1,1,0,0,NA,1980,"Maribyrnong",-37.7964,144.9027,"Western Metropolitan",7570
"2668","Footscray","8 McCubbin St",3,"h",910000,"S","Village",2016-08-06,6.4,3011,3,1,1,361,118,1940,"Maribyrnong",-37.7913,144.8879,"Western Metropolitan",7570
"2669","Footscray","6/114 Commercial Rd",1,"u",291000,"PI","Sweeney",2016-05-07,6.4,3011,1,1,1,665,46,1970,"Maribyrnong",-37.7978,144.8918,"Western Metropolitan",7570
"2670","Footscray","3/8 Eleanor St",2,"h",375000,"S","Sweeney",2016-05-07,6.4,3011,2,1,1,0,NA,1968,"Maribyrnong",-37.7906,144.8856,"Western Metropolitan",7570
"2671","Footscray","8 Jerrold St",2,"h",752000,"SP","Jas",2016-05-07,6.4,3011,2,1,0,215,98,1910,"Maribyrnong",-37.7922,144.891,"Western Metropolitan",7570
"2672","Footscray","32 Commercial Rd",3,"h",1155000,"S","Burnham",2016-11-07,6.4,3011,3,1,3,585,120,1950,"Maribyrnong",-37.7941,144.8924,"Western Metropolitan",7570
"2673","Footscray","11 Commercial Rd",3,"h",930000,"PI","Sweeney",2016-10-08,6.4,3011,3,1,3,413,NA,NA,"Maribyrnong",-37.7931,144.893,"Western Metropolitan",7570
"2674","Footscray","105/64 Cross St",2,"u",490000,"S","Sweeney",2016-10-08,6.4,3011,2,1,1,0,NA,NA,"Maribyrnong",-37.8006,144.881,"Western Metropolitan",7570
"2675","Footscray","1/13 Essex St",3,"h",853000,"S","Village",2016-10-08,6.4,3011,3,1,1,0,141,2010,"Maribyrnong",-37.7962,144.8851,"Western Metropolitan",7570
"2676","Footscray","13 Lynch St",4,"h",1290000,"S","Sweeney/Advantage",2016-10-08,6.4,3011,3,1,2,411,NA,NA,"Maribyrnong",-37.7969,144.9049,"Western Metropolitan",7570
"2677","Footscray","6/11 Nicholson St",3,"u",480000,"S","Nelson",2016-10-08,6.4,3011,3,1,1,0,90,1985,"Maribyrnong",-37.7949,144.9007,"Western Metropolitan",7570
"2678","Footscray","3 Park St",4,"h",775000,"S","Sweeney",2016-10-08,6.4,3011,2,1,2,277,87,1890,"Maribyrnong",-37.7901,144.8883,"Western Metropolitan",7570
"2679","Footscray","39 Dudley St",2,"h",9e+05,"SP","Village",2016-12-10,6.4,3011,2,1,0,210,NA,1900,"Maribyrnong",-37.7969,144.883,"Western Metropolitan",7570
"2680","Footscray","8/19 Empire St",2,"u",281000,"S","Sweeney",2016-12-10,6.4,3011,2,1,1,0,65,1980,"Maribyrnong",-37.7891,144.8912,"Western Metropolitan",7570
"2681","Footscray","1 Stanlake St",4,"h",1300000,"S","hockingstuart",2016-12-10,6.4,3011,4,2,3,0,190,1950,"Maribyrnong",-37.7923,144.8848,"Western Metropolitan",7570
"2682","Footscray","2/10 Swan St",3,"t",714000,"S","Jas",2016-12-10,6.4,3011,3,2,2,164,3,2008,"Maribyrnong",-37.7948,144.8868,"Western Metropolitan",7570
"2683","Footscray","84 Victoria St",3,"h",775000,"SP","Jas",2016-12-10,6.4,3011,3,2,1,197,NA,NA,"Maribyrnong",-37.8021,144.8924,"Western Metropolitan",7570
"2684","Footscray","211A Ballarat Rd",2,"h",950000,"PI","Burnham",2017-02-11,6.4,3011,2,1,2,657,92,1940,"Maribyrnong",-37.7909,144.8884,"Western Metropolitan",7570
"2685","Footscray","13/2 Saltriver Pl",3,"u",674000,"S","Jellis",2017-02-11,6.4,3011,3,2,1,8680,NA,NA,"Maribyrnong",-37.8016,144.9082,"Western Metropolitan",7570
"2686","Footscray","120 MacPherson St",3,"h",760000,"S","Biggin",2016-06-12,6.4,3011,3,1,1,265,115,1910,"Maribyrnong",-37.7975,144.8894,"Western Metropolitan",7570
"2687","Footscray","3/53 Whitehall St",2,"u",420000,"VB","Village",2016-06-12,6.4,3011,2,1,1,0,75,2010,"Maribyrnong",-37.8042,144.9049,"Western Metropolitan",7570
"2688","Footscray","2/58 Everard St",2,"t",560000,"S","Sweeney",2016-11-12,6.4,3011,2,1,1,111,NA,NA,"Maribyrnong",-37.7969,144.8852,"Western Metropolitan",7570
"2689","Footscray","2/15 Geelong Rd",2,"h",575000,"S","Burnham",2016-11-12,6.4,3011,2,1,1,162,NA,2000,"Maribyrnong",-37.796,144.899,"Western Metropolitan",7570
"2690","Footscray","6 John St",4,"h",1100000,"SP","Biggin",2016-08-13,6.4,3011,3,1,2,633,NA,NA,"Maribyrnong",-37.802,144.889,"Western Metropolitan",7570
"2691","Footscray","36 Windsor St",3,"h",932000,"S","Jas",2016-08-13,6.4,3011,2,1,1,451,130,1910,"Maribyrnong",-37.8023,144.8915,"Western Metropolitan",7570
"2692","Footscray","95 Gordon St",3,"h",780000,"S","Jas",2016-05-14,6.4,3011,3,1,2,323,129,1900,"Maribyrnong",-37.7935,144.8893,"Western Metropolitan",7570
"2693","Footscray","4/5 Empire St",2,"u",295000,"SP","Gunn&Co",2016-10-15,6.4,3011,2,1,1,0,69,1960,"Maribyrnong",-37.7903,144.891,"Western Metropolitan",7570
"2694","Footscray","3/23 Pickett St",2,"u",433000,"SP","Jas",2016-10-15,6.4,3011,2,1,1,0,66,2012,"Maribyrnong",-37.8017,144.8957,"Western Metropolitan",7570
"2695","Footscray","9/6 Rosamond Rd",2,"t",410000,"SP","Rendina",2016-10-15,6.4,3011,2,2,1,65,80,2014,"Maribyrnong",-37.7881,144.8838,"Western Metropolitan",7570
"2696","Footscray","53 Ryan St",2,"h",1170000,"S","Sweeney",2016-10-15,6.4,3011,2,1,1,184,103,1900,"Maribyrnong",-37.7988,144.902,"Western Metropolitan",7570
"2697","Footscray","105/72 Cross St",1,"u",375000,"S","Biggin",2016-04-16,6.4,3011,1,1,1,0,50,1920,"Maribyrnong",-37.8006,144.881,"Western Metropolitan",7570
"2698","Footscray","6/63 Everard St",2,"u",615000,"S","Sweeney",2016-04-16,6.4,3011,2,1,3,207,NA,1960,"Maribyrnong",-37.7975,144.8855,"Western Metropolitan",7570
"2699","Footscray","2 Buckingham St",3,"h",747000,"S","Jas",2016-07-16,6.4,3011,3,1,1,246,120,1940,"Maribyrnong",-37.8012,144.8924,"Western Metropolitan",7570
"2700","Footscray","4/97 Cowper St",1,"u",275000,"PI","Sweeney",2016-07-16,6.4,3011,1,1,1,0,NA,1970,"Maribyrnong",-37.8053,144.9029,"Western Metropolitan",7570
"2701","Footscray","45 Droop St",3,"h",1045000,"S","Sweeney",2016-07-16,6.4,3011,3,2,2,384,NA,NA,"Maribyrnong",-37.7976,144.8976,"Western Metropolitan",7570
"2702","Footscray","88 Eleanor St",3,"h",775000,"SP","Sweeney",2016-07-16,6.4,3011,3,1,1,242,99,1920,"Maribyrnong",-37.7956,144.8848,"Western Metropolitan",7570
"2703","Footscray","13/41 Moreland St",2,"u",571000,"S","hockingstuart",2016-07-16,6.4,3011,2,2,1,0,78,2013,"Maribyrnong",-37.8025,144.9073,"Western Metropolitan",7570
"2704","Footscray","2/36 Empire St",2,"u",310000,"PI","Sweeney",2016-09-17,6.4,3011,2,1,1,0,NA,NA,"Maribyrnong",-37.7878,144.8919,"Western Metropolitan",7570
"2705","Footscray","8/33 Gordon St",1,"u",305000,"S","Burnham",2016-09-17,6.4,3011,1,1,1,59,70,1965,"Maribyrnong",-37.7903,144.8899,"Western Metropolitan",7570
"2706","Footscray","31 Southampton St",3,"h",860500,"S","Burnham",2016-09-17,6.4,3011,3,2,2,322,228,1980,"Maribyrnong",-37.7963,144.8862,"Western Metropolitan",7570
"2707","Footscray","2 French St",3,"t",820000,"SP","Sweeney",2017-03-18,6.4,3011,3,2,1,122,NA,NA,"Maribyrnong",-37.8021,144.8976,"Western Metropolitan",7570
"2708","Footscray","12/3 Gordon St",1,"u",210000,"VB","Trimson",2017-03-18,6.4,3011,1,1,1,0,NA,NA,"Maribyrnong",-37.7878,144.8904,"Western Metropolitan",7570
"2709","Footscray","88 Victoria St",3,"h",875000,"S","Village",2017-03-18,6.4,3011,3,1,0,262,92,NA,"Maribyrnong",-37.8022,144.8924,"Western Metropolitan",7570
"2710","Footscray","405/250 Barkly St",2,"u",370000,"SP","Sweeney",2016-06-18,6.4,3011,2,1,1,0,75,2007,"Maribyrnong",-37.7992,144.8961,"Western Metropolitan",7570
"2711","Footscray","167 Gordon St",2,"h",711000,"SP","Jas",2016-06-18,6.4,3011,2,1,2,253,90,1910,"Maribyrnong",-37.7968,144.8887,"Western Metropolitan",7570
"2712","Footscray","4/2 Saltriver Pl",3,"u",665000,"S","Greg",2016-06-18,6.4,3011,3,2,1,0,NA,NA,"Maribyrnong",-37.8016,144.9082,"Western Metropolitan",7570
"2713","Footscray","224 Ballarat Rd",2,"h",690500,"SP","Rendina",2016-11-19,6.4,3011,2,1,1,212,98,1900,"Maribyrnong",-37.7903,144.8879,"Western Metropolitan",7570
"2714","Footscray","7 Essex St",2,"h",747000,"S","Sweeney",2016-11-19,6.4,3011,2,1,1,320,94,1900,"Maribyrnong",-37.7964,144.8871,"Western Metropolitan",7570
"2715","Footscray","51 Lynch St",2,"h",858000,"SP","Jas",2016-05-22,6.4,3011,2,1,1,313,93,1915,"Maribyrnong",-37.7966,144.9016,"Western Metropolitan",7570
"2716","Footscray","216a Ballarat Rd",4,"t",699000,"VB","Raine",2016-08-22,6.4,3011,4,2,2,0,126,2015,"Maribyrnong",-37.7905,144.8882,"Western Metropolitan",7570
"2717","Footscray","35 Leander St",2,"h",835000,"SP","Jas",2016-08-22,6.4,3011,2,1,1,222,109,1920,"Maribyrnong",-37.7962,144.8844,"Western Metropolitan",7570
"2718","Footscray","49 MacPherson St",2,"h",661000,"S","Sweeney",2016-08-22,6.4,3011,2,1,1,132,83,1970,"Maribyrnong",-37.7946,144.8903,"Western Metropolitan",7570
"2719","Footscray","69 MacPherson St",2,"h",757500,"S","Sweeney",2016-08-22,6.4,3011,2,1,0,258,108,1900,"Maribyrnong",-37.7959,144.8901,"Western Metropolitan",7570
"2720","Footscray","4/11 Nicholson St",1,"u",282000,"PI","Sweeney",2016-09-24,6.4,3011,1,1,1,1783,42,1975,"Maribyrnong",-37.7949,144.9007,"Western Metropolitan",7570
"2721","Footscray","2/25 Stanlake St",3,"t",699000,"S","Jas",2016-09-24,6.4,3011,3,1,1,125,113,2000,"Maribyrnong",-37.7922,144.8831,"Western Metropolitan",7570
"2722","Footscray","24 Dudley St",3,"h",850000,"SP","Village",2017-02-25,6.4,3011,3,1,0,190,99,1930,"Maribyrnong",-37.795,144.883,"Western Metropolitan",7570
"2723","Footscray","12/14 Eldridge St",2,"u",315000,"PI","C21",2017-02-25,6.4,3011,2,1,1,882,74,1970,"Maribyrnong",-37.7899,144.893,"Western Metropolitan",7570
"2724","Footscray","65 Hyde St",3,"h",740000,"SP","Jas",2017-02-25,6.4,3011,3,1,1,211,94,1910,"Maribyrnong",-37.8059,144.901,"Western Metropolitan",7570
"2725","Footscray","3/22 Pickett St",2,"u",360000,"S","Trimson",2017-02-25,6.4,3011,2,1,1,0,NA,NA,"Maribyrnong",-37.8012,144.8964,"Western Metropolitan",7570
"2726","Footscray","62 Moore St",3,"h",980000,"S","GL",2016-07-26,6.4,3011,3,2,2,196,154,2006,"Maribyrnong",-37.7987,144.9034,"Western Metropolitan",7570
"2727","Footscray","26/2 Ballarat Rd",3,"u",561000,"SP","Nelson",2016-06-27,6.4,3011,3,1,1,0,NA,NA,"Maribyrnong",-37.7952,144.909,"Western Metropolitan",7570
"2728","Footscray","10/24 Eldridge St",2,"u",316000,"S","Burnham",2016-06-27,6.4,3011,2,1,1,0,55,1960,"Maribyrnong",-37.789,144.8932,"Western Metropolitan",7570
"2729","Footscray","23 Moore St",2,"h",8e+05,"S","Village",2016-06-27,6.4,3011,2,1,2,260,NA,1940,"Maribyrnong",-37.7969,144.9042,"Western Metropolitan",7570
"2730","Footscray","20 Ryan St",2,"h",760000,"PI","Burnham",2016-06-27,6.4,3011,2,1,0,130,70,1920,"Maribyrnong",-37.7988,144.9045,"Western Metropolitan",7570
"2731","Footscray","39 Warleigh Rd",3,"t",735000,"S","Jas",2016-06-27,6.4,3011,3,2,2,112,168,2010,"Maribyrnong",-37.8001,144.8797,"Western Metropolitan",7570
