"","opid","operator","atype","remarks","phase_of_flt","ac_mass","num_engs","date","time_of_day","state","height","speed","effect","sky","species","birds_seen","birds_struck"
"1263","USA","US AIRWAYS","FK-28-4000",NA,"Landing Roll",4,2,1991-06-20,"Day","NC",0,55,"None","Some Cloud","CANADA GOOSE","2-Oct","2-Oct"
"1264","HNA","HENSON","DHC8 DASH 8","HIT 5 GULLS, NO DAMAGE.","Climb",3,2,1990-05-11,"Day","VA",125,110,NA,"No Cloud","GULLS",NA,"2-Oct"
"1265","USA","US AIRWAYS","B-737","NO DAMAGE FLT 506.","Descent",4,2,1990-08-26,"Dusk","TN",300,135,"None","No Cloud","BLACKBIRDS",NA,"1"
"1266","DAL","DELTA AIR LINES","B-737",NA,"Approach",4,2,1993-10-10,"Night","FL",1500,160,"None","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"1267","BUS","BUSINESS","C-152","WINDSHLD BROKEN, DENTS IN WING.","Approach",1,1,1993-12-12,"Day","CA",10,65,"Other","No Cloud","ROCK PIGEON","11-100","11-100"
"1268","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE","Climb",4,2,1990-08-21,"Day","IL",50,145,NA,"No Cloud","UNKNOWN BIRD",NA,"1"
"1269","BUS","BUSINESS","BA-146","NO DAMAGE","Approach",4,4,1990-06-20,"Day","HI",900,150,NA,"Overcast","GREAT FRIGATEBIRD",NA,"1"
"1270","UNK","UNKNOWN","PA-31 NAVAJO","REPTD FLOCK, ASSUME 2-10. NO DAMAGE.","Approach",2,2,1990-06-21,"Day","FL",50,110,NA,NA,"GULLS","2-Oct","2-Oct"
"1271","BUS","BUSINESS","CL-600",NA,"Climb",3,2,1993-10-05,"Day","FL",500,170,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"1272","MEP","MIDWEST AIRLINES","BE-1900","NO DAMAGE.","Take-off run",3,2,1990-08-03,"Day","WI",0,100,NA,"Overcast","UNKNOWN BIRD",NA,"1"
"1273","UAL","UNITED AIRLINES","DC-10","PILOT FILED OWN REPT THRU COMPANY. ATIS WARNING. FLT 158.","Approach",4,3,1993-09-20,"Night","NJ",1100,160,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1274","AAL","AMERICAN AIRLINES","B-727-200","STRIKE ON FORWARD COCKPIT JUST ABOVE CENTER LINE OF WINDOWS. NO  ENGINE OR OTHER ABNORMAL INDICATIONS NOTED.  NO DAMAGE FOUND  ON LANDING.","Approach",4,3,1990-08-26,"Night","NC",1000,145,NA,"No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1275","BUS","BUSINESS","C-560","NO DAMAGE. 1 BIRD HIT CENTER POST OF WINDSHLD.  1 STRUCK  RT WING TIP.  1 STRUCK RH MAIN GEAR DOOR.","Approach",1,2,1990-09-10,"Day","OR",300,115,"None","No Cloud","ROCK PIGEON","2-Oct","2-Oct"
"1276","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE. IN THE CLOUDS ILS APP","Approach",4,2,1991-09-18,"Night","MA",3000,170,"None","Overcast","UNKNOWN BIRD - MEDIUM",NA,"1"
"1277","BUS","BUSINESS","LEARJET-35","NO DAMAGE","Approach",3,2,1993-11-22,"Night","FL",500,150,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"1278","NWA","NORTHWEST AIRLINES","DC-9-30",NA,"Landing Roll",4,2,1990-10-25,"Day","NE",0,115,"None","No Cloud","GULLS","11-100","1"
"1279","PVT","PRIVATELY OWNED","C-172","NO DAMAGE.","Landing Roll",1,1,1990-08-23,"Day","OR",0,70,NA,"Some Cloud","SPARROWS",NA,"1"
"1280","NWA","NORTHWEST AIRLINES","DC-9","HIT BELOW RT WINDSCREEN RT WIPER DESTROYED. NO INJURY. POSSIBLE  CROW.","Approach",4,2,1991-03-24,"Night","IA",1640,170,NA,"No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"1281","SWA","SOUTHWEST AIRLINES","B-737-300","NO DAMAGE.","Landing Roll",4,2,1992-07-19,"Day","AR",0,120,"None","No Cloud","EASTERN MEADOWLARK",NA,"1"
"1282","SWA","SOUTHWEST AIRLINES","B-737-200","NO DAMAGE.","Climb",4,2,1992-05-17,"Night","OK",10,160,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1283","BTA","EXPRESSJET (CONTINENTAL EXPRS)","EMB-120","NO DAMAGE.","Approach",3,2,1990-12-24,"Night","TX",2500,230,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1284","GAA","BUSINESS EXPRESS","SAAB-340","A/C INSPCTED, NO DAMAGE","Take-off run",3,2,1993-08-12,"Day","NY",0,130,"Precautionary Landing","Some Cloud","RED-TAILED HAWK",NA,"1"
"1285","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE.","Approach",4,2,1990-07-15,"Night","PA",1200,160,NA,"Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1286","USA","US AIRWAYS","B-737-200","NO DAMAGE","Approach",4,2,1992-10-01,"Day","VA",2000,250,NA,"Some Cloud","HAWKS",NA,"1"
"1287","SWA","SOUTHWEST AIRLINES","B-737-300","HIT A FLOCK OF DOVES, NO DAMAGE.","Landing Roll",4,2,1992-11-23,"Day","TX",0,80,NA,"Some Cloud","DOVES",NA,"2-Oct"
"1288","USA","US AIRWAYS","MD-80","NO DAMAGE.","Approach",4,2,1991-11-16,"Day","PA",1500,130,"None","Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"1289","AAL","AMERICAN AIRLINES","MD-80","HIT 2. SPARROW OR OTHER SMALL SIZE BIRD. NO DAMAGE.","Approach",4,2,1990-09-19,"Day","TX",100,135,NA,"Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"1290","PHD","DUNCAN AVIATION","LEARJET-35","A/C STRUCK HAWK ON SHORT FINAL. HAWK HIT TIP TANK NO DAMAGE TO  A/C.","Approach",3,2,1994-03-31,"Day","NE",50,125,"None","No Cloud","RED-TAILED HAWK",NA,"1"
"1291","USA","US AIRWAYS","FK-28-1000","IT A FLOCK, ASSUME 2-10. NO DAMAGE. FLT 1131.","Approach",4,2,1990-05-11,"Day","VA",80,95,NA,"No Cloud","GULLS",NA,"2-Oct"
"1292","AAL","AMERICAN AIRLINES","B-757-200","STRUCK RIGHT ENGINE COWLING. NO DAMAGE","Climb",4,2,1990-05-20,"Day","NV",50,150,NA,"Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1293","NAE","NASHVILLE EAGLE","SAAB-340","F/O SAW WHITE OBJECT HEAD ON JUST PRIOR TO STRIKE. AFTER STRIKE,  #2 ENG ROLLED BACK (RPM LOSS) BUT CONTD TO OPERATE, NO NOTICABLE  VIBRATIONS. CAPT DECIDED TO OPERATE ENG & RETD TO KMAF. A/C  LANDED NORMALLY AT 1300Z.  DUCK?","Climb",3,2,1993-10-26,"Dawn","TX",400,135,"Precautionary Landing","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1294","BUS","BUSINESS","C-310","NO DAMAGE. TIME = 0715 LCL","Climb",2,2,1993-07-14,"Day","FL",50,105,"None","No Cloud","BLACKBIRDS",NA,"1"
"1295","BUS","BUSINESS","PA-32","STRUCK PITOT TUBES. NO DAMAGE OBSVD. NO INJURIES REPTD.","Approach",1,1,1992-11-04,"Day","PA",30,90,"None","Overcast","GULLS","11-100","2-Oct"
"1296","USA","US AIRWAYS","B-737-400","FLT 1257. RAIN.  NO DAMAGE REPTD, A/C CONTD TO DEST.  TIME =  1708Z","Climb",4,2,1993-09-17,"Day","MA",1,130,"None","Overcast","TERNS","2-Oct","1"
"1297","FLG","PINNACLE (FORMERLY EXPSAIRL 1)","SAAB-340",NA,"Approach",3,2,1992-09-12,"Day","TN",500,130,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1298","INC","JET AIR INTL CHARTERS","C-402",NA,"Landing Roll",2,2,1993-09-21,"Day","CT",0,30,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"1299","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE. OTHER FLOCKS SEEN ON APCH, BUT DID NOT SEE THIS BIRD.","Approach",4,2,1990-09-27,"Day","MD",200,140,NA,"No Cloud","GULLS",NA,"1"
"1300","USA","US AIRWAYS","B-727","NO DAMAGE/INJURY","Take-off run",4,3,1990-08-23,"Day","PA",0,130,NA,"Overcast","CANADA GOOSE","2-Oct","1"
"1301","USA","US AIRWAYS","B-737-400","FLT CONTINUED ON TO PIT","Climb",4,2,1990-09-01,"Day","MD",500,165,"None","No Cloud","GULLS","2-Oct","1"
"1302","CHQ","CHAUTAUQUA AIRLINES","MERLIN IV","NO DAMAGE. HIT A FLOCK, ASSUME 2-10. FTL 3050","Landing Roll",2,2,1990-07-28,"Day","PA",0,110,NA,NA,"SPARROWS","2-Oct","2-Oct"
"1303","BUS","BUSINESS","C-500","ENG PYLON DAMAGED. FOG. POST STRIKE INVESTIGATION FOUND 1 FAN  BLADE BENT .190 INCHES. BLADE WAS REPLACED.","Approach",2,2,1992-09-18,"Day","IN",10,110,"None","Overcast","KILLDEER","2-Oct","1"
"1304","USA","US AIRWAYS","FK-100","UNKN IF DAMAGE. GOOSE OR DUCK STRUCK CO/PILOTS WINDSHDL. TIME =  0952 LCL.","Descent",4,2,1990-05-25,"Night","NY",6500,210,"None","No Cloud","DUCKS, GEESE, SWANS",NA,"1"
"1305","NWA","NORTHWEST AIRLINES","DC-9-10","FLT 267. NO DAMGAE/INJURY. HIT A FLOCK, ASSUME 2-10.","Landing Roll",4,2,1991-01-07,"Day","MS",0,137,NA,"Overcast","UNKNOWN BIRD - SMALL",NA,"2-Oct"
"1306","UNK","UNKNOWN","M-20","NO DAMAGE/INJURY.","Climb",1,1,1991-01-03,"Day","FL",600,110,NA,"Some Cloud","GULLS",NA,"1"
"1307","AAL","AMERICAN AIRLINES","B-727-200","BIRD STRUCK ABOVE CAPTAIN'S WINDSCREEN--NO DAMAGE.","Landing Roll",4,3,1990-05-15,"Day","TX",0,135,NA,NA,"AMERICAN CROW",NA,"1"
"1308","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE","Climb",4,2,1990-05-13,"Day","TN",600,160,NA,"Some Cloud","EUROPEAN STARLING",NA,"1"
"1309","AAL","AMERICAN AIRLINES","MD-80","NO APPARENT DAMAGE--STRIKE ON BOTTOM NOSE SURFACE. GRAY PIGEON  SIZED BIRD. DUSKY-HAZE.","Approach",4,2,1990-09-05,"Dusk","IL",200,135,NA,"No Cloud","ROCK PIGEON",NA,"1"
"1310","AAL","AMERICAN AIRLINES","B-727","HIT 2. NO DAMAGE. FLT 463.","Landing Roll",4,3,1990-08-28,"Day","FL",0,125,NA,"Some Cloud","SWALLOWS","2-Oct","2-Oct"
"1311","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE.","Approach",4,2,1990-08-29,"Day","OR",100,130,NA,"No Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"1312","AMW","AIR MIDWEST","BE-1900","BIRD ENTERED COCKPIT THROUGH WINDSHLD WHICH SHATTERED CUTTING  PILOT IN COMMAND. EMERGENCY DECLARED AND FLT RETD TO SUX. ALSO  DAMAGED LE OF WING, 1'X1' PIECE OF ALUMINUM WAS PEELED BACK.","Climb",3,2,1993-10-29,"Night","IA",4000,250,"Precautionary Landing","No Cloud","DUCKS",NA,"2-Oct"
"1313","BUS","BUSINESS","BELL-206","3 BIRDS HIT A/C RESULTING IN SMALL VIBRATION WHICH LED TO  PRECAUTIONARY LANDING.  THE 1ST TIME THE PILOT STARTED ENG AFTER  LANDING IT DID A ""HOT START"". ENG WILL BE PULLED TO INVESTIGATE  CAUSE & POSSIBLE OVERHAUL.  WHEN STRIKE FIRST OCCURRED IT WAS  BELIEVED THAT DAMAGE WAS NEGLIGIBLE.","En Route",1,1,1993-12-24,"Night","DC",150,110,"Precautionary Landing","No Cloud","GULLS","11-100","2-Oct"
"1314","COA","CONTINENTAL AIRLINES","ATR-42","NO DAMAGE. TIME = 1152 LCL.","Take-off run",3,2,1991-10-01,"Day","CT",0,80,"Aborted Take-off","Some Cloud","GULLS",NA,"1"
"1315","PVT","PRIVATELY OWNED","C-152","GULL PUT A HOLE IN WINDSHIELD WHICH HAD TO BE REPLACED. PILOT HAD  MINOR INJURY. MADE EMERG LDG.","En Route",1,1,1990-10-14,"Day","NJ",900,85,"Precautionary Landing","No Cloud","HERRING GULL",NA,"1"
"1316","AAL","AMERICAN AIRLINES","MD-80","GLANCING IMPACT ONLY. NO DAMAGE.","Climb",4,2,1992-09-12,"Day","TN",6400,250,"None","No Cloud","UNKNOWN BIRD",NA,"1"
"1317","DAL","DELTA AIR LINES","B-737-200","SEABIRD","Approach",4,2,1994-08-27,"Day","FL",21,131,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","1"
"1318","BUS","BUSINESS","DC-3","CRACKED WINDSHIELD","Approach",3,2,1994-08-11,"Dusk","MI",100,95,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"1319","JAL","JAPAN AIRLINES","B-747-1/200",NA,"Approach",5,4,1994-04-15,"Day","WA",1800,180,"None","No Cloud","GULLS",NA,"1"
"1320","FSX","FLAGSHIP EXPRESS","SAAB-340","NO PERTINENT DAMAGE","Approach",3,2,1990-11-09,"Dusk","AL",1500,140,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1321","AAL","AMERICAN AIRLINES","B-767-200","OVERCAST AT 20,000' CLEAR BELOW. NO DAMAGE.","Approach",4,2,1990-05-02,"Night","IL",50,130,NA,"No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1322","DAL","DELTA AIR LINES","MD-88","FLT 1037.  HIT 4 BIRDS. NO DAMAGE.","Take-off run",4,2,1990-07-12,"Day","NY",0,150,NA,"Overcast","UNKNOWN BIRD - SMALL",NA,"2-Oct"
"1323","EGF","AMERICAN EAGLE AIRLINES","ATR-42","HIT A FLOCK OF BIRDS, NO DAMAGE/INJURY.","Approach",3,2,1990-10-21,"Night","WI",3,180,NA,"No Cloud","UNKNOWN BIRD - MEDIUM",NA,"2-Oct"
"1324","COA","CONTINENTAL AIRLINES","DC-9","FLT 895. TIME = 1620Z. UNKN IF DAMAGE OR INJURY.","Approach",4,2,1991-01-29,"Day","FL",150,135,NA,"Some Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"1325","USA","US AIRWAYS","B-737-200",NA,"Approach",4,2,1991-01-15,"Day","FL",30,140,"None","Overcast","GULLS","2-Oct","2-Oct"
"1326","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE/NJURY.","Approach",4,2,1991-04-07,"Day","TX",400,140,NA,"Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1327","USA","US AIRWAYS","DC-9-30","NO DAMAGE","Approach",4,2,1991-08-17,"Day","QC",10,125,"None","Some Cloud","GULLS","2-Oct","1"
"1328","AAL","AMERICAN AIRLINES","B-727-100","ON CLIMBING LEFT TURN ON DEPRT IAH AT 0515 AM CDT. STRIKE ON  LOWER RT.SIDE OF RADOME.  ALL ENGINE INDICATIONS & FLYING  CHARACTERISTICS NORMAL. NO DAMAGE FOUND ON INSPECTION AFTER  LDG.","Climb",4,3,1991-09-12,"Night","TX",1300,180,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","1"
"1329","AAL","AMERICAN AIRLINES","MD-83","DIRTY WINDSCREEN. NO DAMAGE.","Approach",4,2,1991-08-21,"Night","VA",500,160,NA,"Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"1330","PVT","PRIVATELY OWNED","PA-31T CHEYENNE","HIT A FLOCK, ASSUME 2-10. NO DAMAGE.","Approach",2,2,1990-09-13,"Day","MI",50,100,NA,"Some Cloud","GULLS","2-Oct","2-Oct"
"1331","BUS","BUSINESS","BA-31 JETSTR",NA,"Approach",2,2,1993-07-07,"Dawn","PA",1500,120,"None","Some Cloud","ROCK PIGEON","11-100","2-Oct"
"1332","USA","US AIRWAYS","B-737-300",NA,"Approach",4,2,1991-10-13,"Night","MD",2000,28,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1333","EAL","EASTERN AIRLINE","DC-9","NOSE TAXI LIGHT LENS BROKEN, PIECES PICKED UP.","Landing Roll",4,2,1990-09-05,"Night","KY",0,140,"None","No Cloud","NIGHTJARS",NA,"1"
"1334","HAL","HAWAIIAN AIR","DC-9-50","SHATTERED NOSEWHEEL TAXI LIGHT (RT. SIDE) FLT 3133.","Landing Roll",4,2,1990-07-23,"Day","HI",0,100,"None","Some Cloud","RING-NECKED PHEASANT",NA,"1"
"1335","BUS","BUSINESS","PA-28","BIRD STRUCK L WING, SKIN BUCKLED IN A SMALL AREA.","Approach",1,1,1992-05-31,"Day","TN",1700,85,NA,"Overcast","HAWKS","2-Oct","1"
"1336","USA","US AIRWAYS","MD-80","STURCK PITOT AREA","Approach",4,2,1993-07-23,"Day","PA",13,135,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1337","BUS","BUSINESS","BE-200 KING","HIT A FLOCK, ASSUME 2-10.  RIGHT WING TIP LEADING EDGE OUTBOARD  OF WET WING.","Descent",2,2,1990-10-17,"Night","WI",2000,180,NA,"Some Cloud","DUCKS",NA,"2-Oct"
"1338","AWE","AMERICA WEST AIRLINES","B-737-300","ENG VIBRATION. 1 BIRD INGESTED. PILOT REPORTED 6 N1 BLADES ON #1  ENG DAMAGED. SUSPECTS A GOOSE.","Climb",4,2,1991-06-02,"Day","MO",900,170,"Precautionary Landing","Some Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"1339","USA","US AIRWAYS","FK-28-4000","FLT1663. POSSIBLY A STARLING.","Landing Roll",4,2,1992-07-29,"Dusk","GA",0,100,"None","No Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"1340","NAE","NASHVILLE EAGLE","SAAB-340","NO DAMAGE TO FLT 5628.","Landing Roll",3,2,1992-07-29,"Day","FL",0,90,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1341","AAL","AMERICAN AIRLINES","MD-80","EVIDENCE OF BIRD REMAINS ON VARIOUS POINTS ON A/C. NO DAMAGE.","Approach",4,2,1992-06-03,"Day","OH",50,130,"None","No Cloud","UNKNOWN BIRD","2-Oct","2-Oct"
"1342","UAL","UNITED AIRLINES","B-767","POSSIBLE BIRDS IN ENG. # STRUCK REPTD AS FLOCK (ASSUME 2-10).FLT  31 TIME GIVEN AS AM. BUT NOTHING ELSE.","Approach",4,2,1991-07-20,NA,"CA",400,140,NA,"Overcast","ROCK PIGEON",NA,"2-Oct"
"1343","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE. REPTD AS DOVE, ASSUME MOURNING.","Approach",4,2,1993-07-14,"Day","NC",300,130,"None","No Cloud","MOURNING DOVE","2-Oct","2-Oct"
"1344","PVT","PRIVATELY OWNED","C-172","NO VISUAL WARNING. ABOUT 3 MI ON FINAL. MY EXPERIENCE LEVEL IS  HIGH (15,600 HRS W/ SEVERAL OTHER BIRD STRIKES).  WE REMOVED ABUT  1LB OF CARCASS FROM ENG COMP. PLUS PORTIONS DENTED RT WING,  & L STABILIZER. ALSO HIT WAS RT LANDING GEAR. COWLING HAD MOST OF  DAMAGE (CRACKS). IMPACT CHANGED OUR HEADING 20-30 DEGREES.","Approach",1,1,1992-10-04,"Night","CO",1200,100,"None","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"1345","USA","US AIRWAYS","B-737-200","SUSPECTED COMPRESSOR STALL LEFT ENGINE. 3 BIRDS CROSSED RY FROM  RIGHT TO LEFT. #1 ENGINE INGESTED AT LEAST 1 BIRD CREATING A  COMPRESSOR STALL.  T/O WAS REJECTED. UPON INSPECTION, NO DAMAGE  WAS OBSERVED.","Take-off run",4,2,1994-07-01,"Day","FL",0,80,"Aborted Take-off","Some Cloud","GULLS","2-Oct","2-Oct"
"1346","AAL","AMERICAN AIRLINES","B-757-200","NO DAMAGE. FLT 221. TIME = 0225Z","Landing Roll",4,2,1993-07-22,"Dusk","CA",0,110,"None","No Cloud","YELLOW-BILLED MAGPIE","2-Oct","2-Oct"
"1347","AAL","AMERICAN AIRLINES","A-300","ON T/O ROLL, SMALL FLOCK OF BIRDS APPEARED FROM NOWHERE.  SPAN OF  FLOCK CONFINED TO WIDTH OF FUSELAGE.  NO STRIKE FELT, NO  DEVIATION OF ENG. PARAMETERS.  T/O & FLT CONTD WITH NO FURTHER  INCIDENT. INSPTN REVEALED NO EVIDENCE OF STRIKE.","Take-off run",4,2,1993-09-11,"Day","MA",0,70,"None","No Cloud","UNKNOWN BIRD - SMALL","11-100",NA
"1348","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE - DID NOT AFFECT FLIGHT.","Approach",4,2,1991-08-19,"Dusk","CA",50,130,"None","No Cloud","SPARROWS","2-Oct","2-Oct"
"1349","AAL","AMERICAN AIRLINES","B-727-200","FLOCK OF GULLS APPEARED FROM RT, 1 HIT ABOVE F/O WINDOW. ABTD   TAXIED BACK FOR INSPN.","Take-off run",4,3,1991-12-12,"Day","FL",0,100,"Aborted Take-off","Some Cloud","GULLS","2-Oct","1"
"1350","AJC","BAR HARBOR AIRLINES","SAAB-340","HIT CAPT WINDOW. NO DAMAGE","Approach",3,2,1990-05-21,"Dawn","FL",300,130,"None","No Cloud","SPARROWS",NA,"1"
"1351","AAL","AMERICAN AIRLINES","DC-9-80","LANDED W/O INCID.","Approach",4,2,1991-10-05,"Day","TX",2500,200,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1352","AMW","AIR MIDWEST","BA-31 JETSTR","FLT 7503","Climb",2,2,1990-05-18,"Day","KS",3,110,"None","Some Cloud","MOURNING DOVE",NA,"1"
"1353","UNK","UNKNOWN","HUGHES 500","BIRD REPTD AS SNIPE.  NO PASSENGERS, NO INJURIES, BIRD REMAINED  IN COCKPIT. COST LESS THAN 1000 TO REPAIR.","En Route",1,1,1990-05-18,"Day","AK",650,95,"None","Overcast","COMMON SNIPE",NA,"1"
"1354","BTA","EXPRESSJET (CONTINENTAL EXPRS)","EMB-120","BIRD STRUCK RT SIDE JUST ABOVE F/O'S WINDOW.  NO DAMAGE.  WAS A  LEVEL FLIGHT 900O FT.","En Route",3,2,1990-05-18,"Dusk","TX",9000,280,"None","Some Cloud","ROCK PIGEON",NA,"1"
"1355","AAL","AMERICAN AIRLINES","MD-82","GOOSE FEATHERS NOTED. NO DAMAGE. ESTIMATED OTHER COST NOT  AVAILABLE. RAINY.","Climb",4,2,1991-10-27,"Night","TN",400,170,"Precautionary Landing","Overcast","GEESE",NA,"1"
"1356","AAL","AMERICAN AIRLINES","MD-82","NO DAMAGE.","Approach",4,2,1990-07-17,"Day","TX",400,130,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1357","SWA","SOUTHWEST AIRLINES","B-737-300","NO DAMAGE.","Landing Roll",4,2,1990-09-15,"Day","TX",0,100,NA,"No Cloud","DOVES",NA,"1"
"1358","AAL","AMERICAN AIRLINES","B-727","UNKN IF DAMAGE.","Climb",4,3,1990-09-16,"Night","IL",3000,250,NA,"Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1359","AAL","AMERICAN AIRLINES","B-727-200","NO DAMAGE","Approach",4,3,1990-09-21,"Night","KS",2000,180,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1360","USA","US AIRWAYS","B-737-200","BLOOD ON A/C.","Approach",4,2,1991-11-17,"Night","FL",50,125,"None","Some Cloud","GULLS","2-Oct","1"
"1361","SWA","SOUTHWEST AIRLINES","B-737-300","RT. ENG COWL DENTED & TORN.","Approach",4,2,1991-04-01,"Day","NV",6500,250,NA,"No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"1362","JAL","JAPAN AIRLINES","MD-11",NA,"Approach",4,3,1993-12-11,"Dusk","WA",600,152,"None","Some Cloud","DUCKS","11-100","2-Oct"
"1363","EGF","AMERICAN EAGLE AIRLINES","ATR-42",NA,"Approach",3,2,1994-03-29,"Dusk","FL",5,100,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"1364","ASQ","ATLANTIC SOUTHEAST","EMB-120","FLT148.","Approach",3,2,1992-08-31,"Dusk","GA",300,120,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1365","DAL","DELTA AIR LINES","MD-88","SMALL GRAY W/ WHT TRIM.  NO VISIBLE DAMAGE. LARGE FLOCK SWARMED  OVER RWY DURING LANDING ROLLOUT.","Approach",4,2,1993-11-04,"Day","ME",3,135,"None","Some Cloud","UNKNOWN BIRD - SMALL","11-100","2-Oct"
"1366","AAL","AMERICAN AIRLINES","MD-80","POSSIBLE BIRD STRIKE, NO DAMAGE FOUND & NO DEAD BIRDS ON RY.","Take-off run",4,2,1993-09-17,"Dawn","TX",0,160,"None","No Cloud","ROCK PIGEON","2-Oct","1"
"1367","TWA","TRANS WORLD AIRLINES","B-727","PILOT REPTD STRIKE JUST AFTER DEPT & MAY HAVE INGESTED BIRD IN LEFT ENGINE.","Climb",4,3,1994-11-23,"Day","MO",1000,110,"Precautionary Landing","No Cloud","UNKNOWN BIRD - SMALL","11-100","1"
"1368","EGF","AMERICAN EAGLE AIRLINES","SAAB-340",NA,"Landing Roll",3,2,1994-07-18,"Day","FL",0,80,"None","No Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"1369","AAL","AMERICAN AIRLINES","MD-82","STRUCK LIGHTLY ABOVE UPPER RT F/O'S WINDSHLD. NO DAMAGE.","Take-off run",4,2,1992-06-15,"Day","TX",0,120,"None","Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","1"
"1370","PAA","PAN AM","B-727","DENT ON TRAILING EDGE FLAP--LT WING, BIRD HAD GRAY & WHT  FEATHERS.","Approach",4,3,1990-09-24,"Day","OH",1000,145,"None","Overcast","UNKNOWN BIRD - MEDIUM",NA,"1"
"1371","PAA","PAN AM","B-727-200","POSSIBLE AIRFRAME DAMAGE TO RT. WING AREA. (MAINT. TO DETERMINE).  TIME = 2205Z. FLT 360. 3-4 BIRDS.","Approach",4,3,1991-04-17,"Dusk","NY",50,132,"None","Overcast","UNKNOWN BIRD - MEDIUM",NA,"2-Oct"
"1372","UAL","UNITED AIRLINES","B-727","FLT 1816. TIME = 1530Z","Approach",4,3,1993-10-18,"Day","IN",1000,120,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1373","COA","CONTINENTAL AIRLINES","ATR-42","BIRD HIT LEFT WING TIP - DAMAGED STATIC WICK. BIRD REPTD AS A  CRANE BUT NOT LIKELY. CLASSIFIED AS UNKNOWN.","Approach",3,2,1991-09-07,"Day","NJ",400,120,"None","Some Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"1374","UNK","UNKNOWN","B-767-300","NO DAMAGE","Climb",4,2,1991-09-04,"Day","TX",200,150,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"1375","PVT","PRIVATELY OWNED","BE-35","BENT FORWARD EDGE OF LEFT MAIN LANDING GEAR","Approach",1,1,1992-06-25,"Day","VA",45,70,"None","Some Cloud","VULTURES","2-Oct","1"
"1376","NAE","NASHVILLE EAGLE","BA-31 JETSTR","FLT CNX NOSE GEAR DOOR BENT. LOST $2500 REVENUE.","Take-off run",2,2,1991-04-02,"Day","FL",0,95,"Other","No Cloud","BROWN PELICAN",NA,"1"
