"","X","Facility.HHS.Code","Facility.HHS.Desc","Last.Month.in.QTR","Triage.Category","Number.of.Attendances","Variation.in.the.number.of.attendances....","Patients.Seen.within.clinically.recommended.times....","Median.Waiting.time.to.treatment..minutes.","Patients.who.did.not.wait.for.treatment....","Patients.admitted.from.the.Emergency.Department....","Admissions.to.hospital.within.4.hours...."
"2824",306,116,"Mitchell Hospital","Jun-22","2",28,21.73913043,0,100,71.43,100,96.43
"2825",307,116,"Mitchell Hospital","Jun-22","3",50,-27.53623188,0,100,44,100,100
"2826",308,116,"Mitchell Hospital","Jun-22","4",75,-18.47826087,0,100,14.67,100,100
"2827",309,116,"Mitchell Hospital","Jun-22","5",112,6.666666667,0,100,3.57,100,100
"2828",310,116,"Mitchell Hospital","Jun-22","ALL",269,-7.560137457,0,100,22.68,100,99.63
"2829",311,117,"Mungindi Hospital","Jun-22","1",2,0,0,100,100,100,100
"2830",312,117,"Mungindi Hospital","Jun-22","2",8,100,0,100,62.5,80,87.5
"2831",313,117,"Mungindi Hospital","Jun-22","3",57,78.125,0,100,21.05,100,85.96
"2832",314,117,"Mungindi Hospital","Jun-22","4",114,103.5714286,0,100,7.89,77.78,94.74
"2833",315,117,"Mungindi Hospital","Jun-22","5",98,-59.67078189,0,100,0,NA,97.96
"2834",316,117,"Mungindi Hospital","Jun-22","ALL",279,-17.21068249,0,100,10.04,89.29,93.91
"2835",317,118,"Quilpie Hospital","Jun-22","1",0,0,NA,NA,NA,NA,NA
"2836",318,118,"Quilpie Hospital","Jun-22","2",16,14.28571429,0,100,12.5,50,81.25
"2837",319,118,"Quilpie Hospital","Jun-22","3",52,36.84210526,0,100,21.15,90.91,92.31
"2838",320,118,"Quilpie Hospital","Jun-22","4",88,-7.368421053,0,100,2.27,100,97.73
"2839",321,118,"Quilpie Hospital","Jun-22","5",407,-17.77777778,1.5,100,0.25,100,99.26
"2840",322,118,"Quilpie Hospital","Jun-22","ALL",563,-12.57763975,0,100,2.84,87.5,97.87
"2841",323,119,"Roma Hospital","Jun-22","1",4,-50,0,100,50,100,75
"2842",324,119,"Roma Hospital","Jun-22","2",266,32.33830846,1,99.62,41.35,64.55,71.43
"2843",325,119,"Roma Hospital","Jun-22","3",757,14.52344932,6,98.11,24.31,54.89,77.01
"2844",326,119,"Roma Hospital","Jun-22","4",1130,6.805293006,12,98.08,5.58,55.56,87.79
"2845",327,119,"Roma Hospital","Jun-22","5",328,-24.7706422,12,98.91,5.49,88.89,94.51
"2846",328,119,"Roma Hospital","Jun-22","ALL",2485,5.118443316,7,98.37,15.17,59.68,83.62
"2847",329,120,"St George Hospital","Jun-22","1",4,0,0,100,25,100,50
"2848",330,120,"St George Hospital","Jun-22","2",43,19.44444444,0,100,60.47,96.15,95.35
"2849",331,120,"St George Hospital","Jun-22","3",162,-10.98901099,0,99.38,39.51,100,98.77
"2850",332,120,"St George Hospital","Jun-22","4",517,41.64383562,1,99.8,17.41,96.67,98.45
"2851",333,120,"St George Hospital","Jun-22","5",728,-2.803738318,1,100,4.4,100,98.9
"2852",334,120,"St George Hospital","Jun-22","ALL",1454,9.159159159,1,99.85,14.65,98.12,98.49
"2853",335,121,"Surat Hospital","Jun-22","1",0,0,NA,NA,NA,NA,NA
"2854",336,121,"Surat Hospital","Jun-22","2",8,-33.33333333,0,100,62.5,100,100
"2855",337,121,"Surat Hospital","Jun-22","3",28,-52.54237288,0,100,39.29,90.91,89.29
"2856",338,121,"Surat Hospital","Jun-22","4",69,-44.8,0,100,13.04,77.78,95.65
"2857",339,121,"Surat Hospital","Jun-22","5",250,-28.77492877,0,100,0,NA,99.2
"2858",340,121,"Surat Hospital","Jun-22","ALL",355,-35.57168784,0,100,7.04,88,97.75
"2859",341,133,"Biloela Hospital","Jun-22","1",3,-25,0,100,0,NA,66.67
"2860",342,133,"Biloela Hospital","Jun-22","2",94,-21.00840336,4,75.53,50,80.85,74.47
"2861",343,133,"Biloela Hospital","Jun-22","3",459,1.101321586,7,83.78,24.84,77.19,84.1
"2862",344,133,"Biloela Hospital","Jun-22","4",774,8.555399719,14,86.05,7.62,77.97,91.99
"2863",345,133,"Biloela Hospital","Jun-22","5",620,21.80746562,12,97.12,4.19,88.46,95.16
"2864",346,133,"Biloela Hospital","Jun-22","ALL",1950,8.393551973,10,87.61,12.62,79.27,90.26
"2865",347,134,"Blackwater Hospital","Jun-22","1",2,-33.33333333,0,100,0,NA,0
"2866",348,134,"Blackwater Hospital","Jun-22","2",102,24.3902439,0,97.06,11.76,58.33,66.67
"2867",349,134,"Blackwater Hospital","Jun-22","3",331,-14.24870466,0,96.3,5.74,63.16,90.33
"2868",350,134,"Blackwater Hospital","Jun-22","4",575,16.39676113,0,97.65,0.7,100,98.09
"2869",351,134,"Blackwater Hospital","Jun-22","5",124,-21.01910828,1,99.12,0,NA,100
"2870",352,134,"Blackwater Hospital","Jun-22","ALL",1134,1.069518717,0,97.35,3.09,65.71,93.03
"2871",353,135,"Emerald Hospital","Jun-22","1",10,-23.07692308,0,100,50,60,40
"2872",354,135,"Emerald Hospital","Jun-22","2",390,26.62337662,5,73.59,50,68.72,67.69
"2873",355,135,"Emerald Hospital","Jun-22","3",1304,12.51078516,18,69.1,27.91,66.76,80.44
"2874",356,135,"Emerald Hospital","Jun-22","4",1601,-2.019583843,30,71.02,6.62,62.26,88.94
"2875",357,135,"Emerald Hospital","Jun-22","5",525,-20.93373494,30,86.1,2.29,75,92.76
"2876",358,135,"Emerald Hospital","Jun-22","ALL",3830,1.376389624,20,72.27,17.81,66.72,84.28
"2877",359,136,"Gladstone Hospital","Jun-22","1",39,-2.5,0,100,61.54,25,28.21
"2878",360,136,"Gladstone Hospital","Jun-22","2",1104,6.358381503,5,76.29,46.92,43.63,53.62
"2879",361,136,"Gladstone Hospital","Jun-22","3",3519,3.015222482,16,77.35,24.75,32.72,61.64
"2880",362,136,"Gladstone Hospital","Jun-22","4",4123,18.88696655,19,86.2,7.18,41.89,78.05
"2881",363,136,"Gladstone Hospital","Jun-22","5",565,-28.02547771,21,91.32,2.48,28.57,91.33
"2882",364,136,"Gladstone Hospital","Jun-22","ALL",9350,6.893792157,15,81.96,18.43,37.43,69.58
"2883",365,139,"Mount Morgan Hospital","Jun-22","1",1,-75,0,100,0,NA,0
"2884",366,139,"Mount Morgan Hospital","Jun-22","2",79,25.3968254,0,87.34,17.72,78.57,77.22
"2885",367,139,"Mount Morgan Hospital","Jun-22","3",302,5.226480836,0,94.85,12.91,82.05,89.07
"2886",368,139,"Mount Morgan Hospital","Jun-22","4",326,25.38461538,5,97.04,4.29,85.71,94.79
"2887",369,139,"Mount Morgan Hospital","Jun-22","5",158,71.73913043,0,100,0.63,0,95.57
"2888",370,139,"Mount Morgan Hospital","Jun-22","ALL",866,22.66288952,0,95.89,7.85,80.88,91.22
"2889",371,140,"Moura Hospital","Jun-22","1",1,0,0,100,0,NA,100
"2890",372,140,"Moura Hospital","Jun-22","2",32,-20,0,100,53.13,94.12,90.63
"2891",373,140,"Moura Hospital","Jun-22","3",73,-42.51968504,0,98.63,23.29,94.12,95.89
"2892",374,140,"Moura Hospital","Jun-22","4",132,-11.40939597,0,100,6.06,100,100
"2893",375,140,"Moura Hospital","Jun-22","5",282,-20.78651685,0,100,0.35,100,99.65
"2894",376,140,"Moura Hospital","Jun-22","ALL",520,-22.61904762,0,99.72,8.27,95.35,98.65
"2895",377,141,"Rockhampton Hospital","Jun-22","1",63,-19.23076923,0,100,74.6,29.79,33.33
"2896",378,141,"Rockhampton Hospital","Jun-22","2",2043,-3.632075472,9,58.68,48.46,34.65,44.74
"2897",379,141,"Rockhampton Hospital","Jun-22","3",6079,-3.919709183,25,57.8,29.87,27.75,55.75
"2898",380,141,"Rockhampton Hospital","Jun-22","4",4494,-3.500107365,28,71.36,11.24,30.69,73.85
"2899",381,141,"Rockhampton Hospital","Jun-22","5",532,41.11405836,19,92.82,6.2,48.48,88.35
"2900",382,141,"Rockhampton Hospital","Jun-22","ALL",13211,-2.566560956,21,63.81,25.67,30.43,61.41
"2901",383,142,"Springsure Hospital","Jun-22","1",0,0,NA,NA,NA,NA,NA
"2902",384,142,"Springsure Hospital","Jun-22","2",21,50,0,95.24,42.86,88.89,85.71
"2903",385,142,"Springsure Hospital","Jun-22","3",102,64.51612903,0,96.08,24.51,80,82.35
"2904",386,142,"Springsure Hospital","Jun-22","4",109,1.869158879,0,100,4.59,100,97.25
"2905",387,142,"Springsure Hospital","Jun-22","5",178,25.35211268,0,100,1.69,100,97.75
"2906",388,142,"Springsure Hospital","Jun-22","ALL",410,26.15384615,0,98.49,10.24,85.71,93.17
"2907",389,144,"Capricorn Coast Hospital","Jun-22","1",6,0,0,100,50,100,100
"2908",390,144,"Capricorn Coast Hospital","Jun-22","2",461,-6.680161943,4,81.32,20.61,78.95,63.77
"2909",391,144,"Capricorn Coast Hospital","Jun-22","3",1582,-8.130081301,19,65.05,10.49,42.17,69.97
"2910",392,144,"Capricorn Coast Hospital","Jun-22","4",1964,-9.534776601,26,72.45,3.72,36.99,86.35
"2911",393,144,"Capricorn Coast Hospital","Jun-22","5",312,-17.0212766,16,93.68,1.6,80,95.83
"2912",394,144,"Capricorn Coast Hospital","Jun-22","ALL",4325,-9.310127909,18,71.7,7.91,52.34,78.66
"2913",395,145,"Woorabinda Hospital","Jun-22","1",1,-50,0,100,0,NA,100
"2914",396,145,"Woorabinda Hospital","Jun-22","2",18,-51.35135135,0,88.24,0,NA,72.22
"2915",397,145,"Woorabinda Hospital","Jun-22","3",191,-45.89235127,0,99.46,6.28,91.67,90.58
"2916",398,145,"Woorabinda Hospital","Jun-22","4",115,76.92307692,0,100,4.35,100,94.78
"2917",399,145,"Woorabinda Hospital","Jun-22","5",308,167.826087,0,99.66,0.65,50,96.75
"2918",400,145,"Woorabinda Hospital","Jun-22","ALL",633,10.66433566,0,99.34,3,89.47,93.84
"2919",401,152,"Barcaldine Hospital","Jun-22","1",2,0,0,100,100,100,100
"2920",402,152,"Barcaldine Hospital","Jun-22","2",55,22.22222222,0,96.3,50.91,82.14,87.27
"2921",403,152,"Barcaldine Hospital","Jun-22","3",106,-13.82113821,0,99.04,41.51,88.64,88.68
"2922",404,152,"Barcaldine Hospital","Jun-22","4",187,1.630434783,0,100,15.51,93.1,95.19
"2923",405,152,"Barcaldine Hospital","Jun-22","5",108,-28.47682119,0,100,1.85,100,98.15
"2924",406,152,"Barcaldine Hospital","Jun-22","ALL",458,-8.946322068,0,99.33,22.93,88.57,93.45
"2925",407,153,"Blackall Hospital","Jun-22","1",1,-66.66666667,0,100,100,0,0
"2926",408,153,"Blackall Hospital","Jun-22","2",24,-57.14285714,0,100,66.67,100,95.83
"2927",409,153,"Blackall Hospital","Jun-22","3",112,-11.11111111,0,98.21,41.07,91.3,90.18
"2928",410,153,"Blackall Hospital","Jun-22","4",131,1.550387597,0,100,13.74,100,97.71
"2929",411,153,"Blackall Hospital","Jun-22","5",117,-1.680672269,0,99.06,4.27,80,96.58
"2930",412,153,"Blackall Hospital","Jun-22","ALL",385,-11.08545035,0,99.2,22.34,93.02,94.81
"2931",413,156,"Longreach Hospital","Jun-22","1",2,0,0,100,50,100,100
"2932",414,156,"Longreach Hospital","Jun-22","2",114,132.6530612,0,99.11,46.49,69.81,69.3
"2933",415,156,"Longreach Hospital","Jun-22","3",258,31.63265306,4.5,93.95,29.07,61.33,82.56
"2934",416,156,"Longreach Hospital","Jun-22","4",428,13.52785146,7,95.54,6.78,82.76,90.89
"2935",417,156,"Longreach Hospital","Jun-22","5",532,-13.07189542,10,98.74,2.44,61.54,97.56
"2936",418,156,"Longreach Hospital","Jun-22","ALL",1334,7.928802589,5,96.65,12.82,67.84,90.1
"2937",419,159,"Winton Hospital","Jun-22","1",1,0,0,100,0,NA,0
"2938",420,159,"Winton Hospital","Jun-22","2",22,-33.33333333,0,90.91,45.45,90,90.91
"2939",421,159,"Winton Hospital","Jun-22","3",62,-20.51282051,0,91.94,35.48,95.45,95.16
"2940",422,159,"Winton Hospital","Jun-22","4",167,9.868421053,0,98.78,8.38,85.71,98.2
"2941",423,159,"Winton Hospital","Jun-22","5",91,-25.40983607,5,98.82,1.1,100,100
"2942",424,159,"Winton Hospital","Jun-22","ALL",343,-11.13989637,0,97.01,13.7,91.49,97.38
"2943",425,171,"Clermont Hospital","Jun-22","1",0,0,NA,NA,NA,NA,NA
"2944",426,171,"Clermont Hospital","Jun-22","2",42,-2.325581395,0,95.24,42.86,100,88.1
"2945",427,171,"Clermont Hospital","Jun-22","3",141,19.49152542,0,96.4,17.73,76,86.52
"2946",428,171,"Clermont Hospital","Jun-22","4",393,100.5102041,0,96.83,9.41,70.27,91.86
"2947",429,171,"Clermont Hospital","Jun-22","5",564,130.2040816,0,99.38,1.42,75,98.94
"2948",430,171,"Clermont Hospital","Jun-22","ALL",1140,88.11881188,0,97.62,7.72,78.41,94.56
"2949",431,172,"Mackay Base Hospital","Jun-22","1",54,-33.33333333,1,100,68.52,43.24,42.59
"2950",432,172,"Mackay Base Hospital","Jun-22","2",2854,14.75673502,8,92.37,59.11,25.61,36.72
"2951",433,172,"Mackay Base Hospital","Jun-22","3",6306,-1.821578702,18,75.44,37.36,20.84,46.67
"2952",434,172,"Mackay Base Hospital","Jun-22","4",3566,-10.04036327,23,88.42,11.92,28.94,76.53
"2953",435,172,"Mackay Base Hospital","Jun-22","5",476,-12.97989031,17,98.18,2.94,35.71,91.39
"2954",436,172,"Mackay Base Hospital","Jun-22","ALL",13256,-1.821952303,14,83.53,34.09,23.61,54.15
"2955",437,173,"Moranbah Hospital","Jun-22","1",5,25,0,100,20,0,20
"2956",438,173,"Moranbah Hospital","Jun-22","2",152,72.72727273,0,96.05,17.76,85.19,82.24
"2957",439,173,"Moranbah Hospital","Jun-22","3",355,12.34177215,0,96.85,8.45,86.67,93.52
"2958",440,173,"Moranbah Hospital","Jun-22","4",449,-2.391304348,0,99.55,2.23,90,97.1
"2959",441,173,"Moranbah Hospital","Jun-22","5",535,-2.727272727,0,99.73,0,NA,98.88
"2960",442,173,"Moranbah Hospital","Jun-22","ALL",1496,5.500705219,0,98.49,4.55,85.29,95.12
"2961",443,174,"Proserpine Hospital","Jun-22","1",20,122.2222222,0,100,40,0,30
"2962",444,174,"Proserpine Hospital","Jun-22","2",458,13.64764268,4,87.5,32.53,38.26,60.04
"2963",445,174,"Proserpine Hospital","Jun-22","3",1353,7.041139241,11,86.82,19.29,44.83,75.46
"2964",446,174,"Proserpine Hospital","Jun-22","4",1730,-17.06615532,17,88.28,5.66,34.69,90.06
"2965",447,174,"Proserpine Hospital","Jun-22","5",882,-27.64561116,15,97.47,0.57,40,97.73
"2966",448,174,"Proserpine Hospital","Jun-22","ALL",4443,-10.80104397,12,89.51,11.73,40.31,83.77
"2967",449,175,"Sarina Hospital","Jun-22","1",2,100,0,100,50,100,100
"2968",450,175,"Sarina Hospital","Jun-22","2",119,32.22222222,0,78.15,26.05,96.77,94.96
"2969",451,175,"Sarina Hospital","Jun-22","3",338,-12.66149871,5,85.85,7.4,100,96.45
"2970",452,175,"Sarina Hospital","Jun-22","4",650,-26.38731597,10,94.55,4.31,78.57,97.85
"2971",453,175,"Sarina Hospital","Jun-22","5",412,132.7683616,15,98.9,0.73,66.67,98.54
"2972",454,175,"Sarina Hospital","Jun-22","ALL",1521,-1.105331599,10,92.3,5.79,90.91,97.5
"2973",455,176,"Dysart Hospital","Jun-22","1",1,0,0,100,0,NA,100
"2974",456,176,"Dysart Hospital","Jun-22","2",51,18.60465116,1,90.2,41.18,85.71,84.31
"2975",457,176,"Dysart Hospital","Jun-22","3",210,6.598984772,1,95.69,22.38,89.36,91.43
"2976",458,176,"Dysart Hospital","Jun-22","4",245,4.700854701,0,94.98,6.53,100,95.51
"2977",459,176,"Dysart Hospital","Jun-22","5",156,-10.85714286,2,99.33,2.56,100,99.36
"2978",460,176,"Dysart Hospital","Jun-22","ALL",663,2,1,95.84,13.27,90.91,94.27
"2979",461,191,"Ayr Hospital","Jun-22","1",18,260,0,100,11.11,100,66.67
"2980",462,191,"Ayr Hospital","Jun-22","2",251,102.4193548,0,92.8,35.46,78.65,80.48
"2981",463,191,"Ayr Hospital","Jun-22","3",954,32.13296399,0,95.95,19.39,82.7,90.46
"2982",464,191,"Ayr Hospital","Jun-22","4",1594,-0.808960797,0,97.19,5.27,76.19,96.61
"2983",465,191,"Ayr Hospital","Jun-22","5",343,-13.38383838,0,100,0.87,100,99.42
"2984",466,191,"Ayr Hospital","Jun-22","ALL",3160,10.72179397,0,96.72,11.49,80.44,93.61
"2985",467,192,"Bowen Hospital","Jun-22","1",13,18.18181818,0,100,23.08,33.33,46.15
"2986",468,192,"Bowen Hospital","Jun-22","2",225,22.2826087,0,94.2,31.56,49.3,57.78
"2987",469,192,"Bowen Hospital","Jun-22","3",933,19.46222791,0,95.14,15.86,47.97,78.56
"2988",470,192,"Bowen Hospital","Jun-22","4",1576,-9.891366495,0,97.98,3.87,49.18,94.16
"2989",471,192,"Bowen Hospital","Jun-22","5",405,5.744125326,0,99.66,0,NA,97.28
"2990",472,192,"Bowen Hospital","Jun-22","ALL",3152,1.415701416,0,96.96,8.98,48.41,87.15
"2991",473,193,"Charters Towers Hospital","Jun-22","1",10,11.11111111,0,100,10,100,90
"2992",474,193,"Charters Towers Hospital","Jun-22","2",165,-17.5,0,86.06,47.27,98.72,95.76
"2993",475,193,"Charters Towers Hospital","Jun-22","3",507,-21.39534884,6,89.6,27.81,97.87,97.04
"2994",476,193,"Charters Towers Hospital","Jun-22","4",984,2.074688797,10,93.52,5.49,96.3,97.97
"2995",477,193,"Charters Towers Hospital","Jun-22","5",463,-20.17241379,10,99.53,1.51,100,99.78
"2996",478,193,"Charters Towers Hospital","Jun-22","ALL",2129,-11.2176814,8,93.25,13.2,97.86,97.93
"2997",479,196,"Ingham Hospital","Jun-22","1",15,66.66666667,0,100,33.33,80,80
"2998",480,196,"Ingham Hospital","Jun-22","2",214,-17.37451737,0,79.91,54.67,82.91,85.05
"2999",481,196,"Ingham Hospital","Jun-22","3",751,20.54574639,5,82.52,36.88,75.45,86.55
"3000",482,196,"Ingham Hospital","Jun-22","4",760,-0.262467192,10,88.45,15.26,77.59,93.82
"3001",483,196,"Ingham Hospital","Jun-22","5",371,-61.63391934,5,99.31,10.24,86.84,97.57
"3002",484,196,"Ingham Hospital","Jun-22","ALL",2111,-19.42748092,5,86.98,26.2,78.3,90.9
"3003",485,197,"Joyce Palmer Health Service","Jun-22","1",3,-25,0,100,33.33,100,100
"3004",486,197,"Joyce Palmer Health Service","Jun-22","2",111,46.05263158,1.5,86.11,54.95,93.44,93.69
"3005",487,197,"Joyce Palmer Health Service","Jun-22","3",493,42.89855072,4,95.42,27.79,89.78,93.91
"3006",488,197,"Joyce Palmer Health Service","Jun-22","4",564,18.98734177,4,97.45,11.17,88.89,96.63
"3007",489,197,"Joyce Palmer Health Service","Jun-22","5",427,-12.5,3,99.73,2.11,100,99.3
"3008",490,197,"Joyce Palmer Health Service","Jun-22","ALL",1598,15.21268926,3,96.56,16.96,90.77,96.31
"3009",491,200,"Townsville University Hospital","Jun-22","1",226,15.8974359,0,100,84.96,55.21,55.31
"3010",492,200,"Townsville University Hospital","Jun-22","2",3159,-6.316725979,6,73.4,53.94,33.8,47.04
"3011",493,200,"Townsville University Hospital","Jun-22","3",12100,5.062082139,17,69.99,31.38,28.15,53.6
"3012",494,200,"Townsville University Hospital","Jun-22","4",8333,8.757504568,27,75.71,16.37,36.29,70.44
"3013",495,200,"Townsville University Hospital","Jun-22","5",588,-16.83168317,23.5,94.25,5.27,61.29,88.61
"3014",496,200,"Townsville University Hospital","Jun-22","ALL",24406,4.063446041,16,73.19,29.04,31.96,59.36
"3015",497,201,"Royal Brisbane & Women's Hospital","Jun-22","1",149,-29.38388626,0,100,80.54,56.67,51.68
"3016",498,201,"Royal Brisbane & Women's Hospital","Jun-22","2",3765,-9.189580318,10,51.5,56.12,33.74,43.11
"3017",499,201,"Royal Brisbane & Women's Hospital","Jun-22","3",8251,-4.269636849,30,50.09,41.06,29.37,45.76
"3018",500,201,"Royal Brisbane & Women's Hospital","Jun-22","4",7953,6.80902498,34,73.21,21.31,24.54,57.89
"3019",501,201,"Royal Brisbane & Women's Hospital","Jun-22","5",1834,-89.18887055,32,91.44,8.18,33.33,76.72
"3020",502,201,"Royal Brisbane & Women's Hospital","Jun-22","ALL",21952,-41.28283315,27,62.36,34.01,30.03,52.33
"3021",503,202,"Queensland Children's Hospital","Jun-22","1",101,21.68674699,1,100,83.17,42.86,43.56
"3022",504,202,"Queensland Children's Hospital","Jun-22","2",3043,22.25793491,7,83.8,59.58,47.71,57.18
"3023",505,202,"Queensland Children's Hospital","Jun-22","3",7889,28.90522876,18,65.08,27.28,28.67,54.82
"3024",506,202,"Queensland Children's Hospital","Jun-22","4",9724,5.36352801,23,75.53,9,23.89,66.4
"3025",507,202,"Queensland Children's Hospital","Jun-22","5",1499,-2.472348731,28,92.03,4.2,44.44,81.19
"3026",508,202,"Queensland Children's Hospital","Jun-22","ALL",22256,14.37968959,15,74.12,22.41,35.19,61.93
"3027",509,211,"Atherton Hospital","Jun-22","1",35,105.8823529,0,97.14,48.57,70.59,65.71
"3028",510,211,"Atherton Hospital","Jun-22","2",448,8.474576271,8,61.8,47.54,50.7,53.35
"3029",511,211,"Atherton Hospital","Jun-22","3",1575,11.22881356,28,53.9,29.9,37.79,61.71
"3030",512,211,"Atherton Hospital","Jun-22","4",2165,-1.858567543,58,51.67,7.71,43.11,83.46
"3031",513,211,"Atherton Hospital","Jun-22","5",774,-15.77801959,21,88.34,1.94,80,94.83
"3032",514,211,"Atherton Hospital","Jun-22","ALL",4997,0.523033595,32,58.62,17.67,43.26,75.55
"3033",515,212,"Babinda Hospital","Jun-22","1",5,66.66666667,0,100,40,100,100
"3034",516,212,"Babinda Hospital","Jun-22","2",40,-2.43902439,0,100,47.5,73.68,82.5
"3035",517,212,"Babinda Hospital","Jun-22","3",138,17.94871795,0,99.27,22.46,90.32,90.58
"3036",518,212,"Babinda Hospital","Jun-22","4",315,0.318471338,0,99.66,7.62,79.17,96.83
"3037",519,212,"Babinda Hospital","Jun-22","5",282,-9.324758842,0,100,6.74,94.74,97.87
"3038",520,212,"Babinda Hospital","Jun-22","ALL",780,-0.763358779,0,99.72,12.18,85.26,95.38
"3039",521,213,"Bamaga Hospital","Jun-22","1",6,0,0,100,83.33,80,83.33
"3040",522,213,"Bamaga Hospital","Jun-22","2",79,79.54545455,3,83.54,44.3,100,96.2
"3041",523,213,"Bamaga Hospital","Jun-22","3",256,208.4337349,10,87.2,22.27,91.23,92.97
"3042",524,213,"Bamaga Hospital","Jun-22","4",628,39.86636971,13,93.43,5.1,96.88,98.25
"3043",525,213,"Bamaga Hospital","Jun-22","5",496,-38.46153846,10,99.05,3.02,93.33,99.19
"3044",526,213,"Bamaga Hospital","Jun-22","ALL",1465,6.005788712,10,93.48,9.83,94.44,97.47
"3045",527,214,"Cairns Hospital","Jun-22","1",278,23.00884956,0,100,87.77,38.93,40.29
"3046",528,214,"Cairns Hospital","Jun-22","2",4012,9.22951266,8,63.21,52.67,26.55,40.13
"3047",529,214,"Cairns Hospital","Jun-22","3",10208,9.751639609,21,62.47,37.27,21.5,42.86
"3048",530,214,"Cairns Hospital","Jun-22","4",7198,3.167550523,30,70.03,16.71,29.51,63.23
"3049",531,214,"Cairns Hospital","Jun-22","5",1027,6.53526971,25,89.59,5.16,45.28,80.23
"3050",532,214,"Cairns Hospital","Jun-22","ALL",22723,7.483089731,18,66.54,32.65,24.98,50.49
"3051",533,216,"Cooktown Hospital","Jun-22","1",8,-42.85714286,0,100,75,66.67,75
"3052",534,216,"Cooktown Hospital","Jun-22","2",151,-22.16494845,0,100,62.25,90.43,86.09
"3053",535,216,"Cooktown Hospital","Jun-22","3",383,-3.037974684,5,94.43,33.94,86.92,90.6
"3054",536,216,"Cooktown Hospital","Jun-22","4",871,18.18181818,17,91.19,8.15,90.14,97.59
"3055",537,216,"Cooktown Hospital","Jun-22","5",536,-12.70358306,16,96.69,2.05,100,98.88
"3056",538,216,"Cooktown Hospital","Jun-22","ALL",1949,-0.255885363,10,93.97,16.01,88.78,95.59
"3057",539,222,"Innisfail Hospital","Jun-22","1",15,-6.25,0,100,66.67,70,66.67
"3058",540,222,"Innisfail Hospital","Jun-22","2",337,37.55102041,13.5,44.31,61.72,75.48,79.23
"3059",541,222,"Innisfail Hospital","Jun-22","3",1289,9.70212766,28,53.06,40.96,69.32,80.99
"3060",542,222,"Innisfail Hospital","Jun-22","4",1914,7.891770011,59,51.17,10.34,63.64,85.37
"3061",543,222,"Innisfail Hospital","Jun-22","5",980,8.888888889,35,81.98,11.53,77.88,90.82
"3062",544,222,"Innisfail Hospital","Jun-22","ALL",4535,10.3406326,36,56.59,23.31,70.39,84.79
"3063",545,223,"Mareeba Hospital","Jun-22","1",59,168.1818182,0,100,28.81,17.65,40.68
"3064",546,223,"Mareeba Hospital","Jun-22","2",535,23.2718894,7,71.91,35.89,55.73,65.05
"3065",547,223,"Mareeba Hospital","Jun-22","3",1591,2.31511254,19,72.23,17.16,54.21,80.96
"3066",548,223,"Mareeba Hospital","Jun-22","4",2026,-5.28284245,31,73.82,3.85,51.28,91.26
"3067",549,223,"Mareeba Hospital","Jun-22","5",1733,-6.677436726,32,90.07,1.21,80.95,93.65
"3068",550,223,"Mareeba Hospital","Jun-22","ALL",5944,-1.048776428,22,77.76,9.77,54.22,86.34
"3069",551,224,"Mossman Hospital","Jun-22","1",21,0,0,100,28.57,33.33,71.43
"3070",552,224,"Mossman Hospital","Jun-22","2",313,-9.798270893,10,53.4,31.63,11.11,46.96
"3071",553,224,"Mossman Hospital","Jun-22","3",1060,6.747230614,34,46.26,19.43,17.96,62.92
"3072",554,224,"Mossman Hospital","Jun-22","4",1415,0.212464589,59,50.88,4.81,20.59,79.93
"3073",555,224,"Mossman Hospital","Jun-22","5",1112,36.94581281,46,80.03,4.32,66.67,89.66
"3074",556,224,"Mossman Hospital","Jun-22","ALL",3921,9.372384937,40,55.6,10.89,22.48,75.41
